probe,gene
33968_at,MKRN3
33969_at,IFNW1
33970_at,MAGEB1
33971_f_at,DAZL
33972_r_at,DAZL
33973_at,NPY6R
33974_at,RASL10A
33975_at,BTC
33976_at,ONECUT1
33977_at,GFI1
33978_at,ABCB4
33979_at,RNASE3
33980_at,PFKFB1
33981_at,IL4
33982_f_at,ZNF43
33983_at,CD101
33984_at,HSP90AB1
33985_s_at,HSP90AB1
33986_r_at,HSP90AB1
33988_at,TMBIM6
33989_f_at,TMBIM6
33990_at,ALB
33991_g_at,ALB
33992_at,ALB
33993_at,MYL6
33994_g_at,MYL6
33995_at,GUCA2A
33996_at,NMBR
33997_at,GAB1
33998_at,NTS
33999_f_at,IGHV5-78
339_at,CAV2
34000_r_at,IGHV5-78
34001_at,ZNF204P
34002_at,HSD3B2
34003_at,TPI1
34004_at,MPL
34005_at,PIGR
34006_s_at,MAPK8
34007_at,GRM8
34008_at,REM1
34009_at,CTAG2
34010_at,ARHGAP22
34011_at,HRK
34013_f_at,POU1F1
34014_f_at,POU1F1
34015_at,PTGFR
34016_s_at,ABCC1
34017_s_at,ABCC1
34018_at,COL19A1
34019_at,CHRNA3
34020_at,AVP
34021_at,IL2
34022_at,CXCL3
34023_at,FCER1A
34024_at,CLCN5
34025_at,GABRA6
34026_at,LINC00563
34028_at,GPR19
34029_at,DMP1
34030_at,TULP1
34031_i_at,KRIT1
34033_s_at,LILRA2
34034_at,STARD8
34035_at,SLC10A1
34036_at,UHRF2
34037_at,IL9
34038_at,SLC6A13
34039_at,NCR1
34040_s_at,NCR1
34041_at,CCL22
34042_at,CHAD
34043_at,ADTRP
34044_at,HSF2BP
34045_at,CT62
34046_at,SH3BP1
34047_at,OVOL1
34048_at,GK2
34050_at,ACSM1
34051_at,LRCH1
34052_at,STX2
34053_at,ZPBP
34054_at,CD70
34055_at,ACVR1B
34056_g_at,ACVR1B
34057_at,SLC28A2
34058_at,ZNF141
34062_at,ETV2
34063_at,RECQL5
34064_s_at,NCR2
34065_at,ONECUT2
34066_at,H6PD
34067_at,TMPRSS6
34068_f_at,SSX1
34069_s_at,SS18
34070_s_at,PDIA2
34073_s_at,GNAT1
34074_s_at,GNAT1
34075_at,PCGF3
34077_at,CXCR3
34078_s_at,CYP2C19
34079_at,INE1
34080_at,NAALADL1
34082_at,SSH1
34083_at,GATC
34084_at,AKR1D1
34085_at,RPL38
34086_at,S1PR2
34087_at,KCNK2
34088_at,NXPH4
34089_at,IGSF9B
34090_at,B3GALT4
34091_s_at,VIM
34096_at,CEP152
34099_f_at,YARS2
340_at,MATN3
34102_at,LCN1
34106_at,GNA12
34107_at,PFKFB2
34108_g_at,PFKFB2
34109_at,PRODH
34111_s_at,DISC1
34112_r_at,PRMT2
34113_at,RPE65
34114_at,ANKRD34C
34115_at,AP4E1
34116_at,CACNB4
34117_at,LPP
34118_at,ATP1B2
34119_at,DNAJC22
34122_at,CSN2
34123_at,MTRF1L
34125_at,NR2E1
34126_at,BRSK2
34127_at,SLC22A13
34128_at,B3GALT5
34129_at,STXBP5L
34130_at,STXBP5L
34131_at,SLC7A11
34132_at,SV2C
34133_at,RAP2C
34136_s_at,OR2H1
34137_at,OR2H1
34138_at,GNAO1
34139_at,SSTR4
34140_at,LINC00597
34143_at,CHRNA1
34144_at,TLR6
34145_at,TLR6
34146_at,OGG1
34147_g_at,OGG1
34148_at,SIX3
34149_at,PLRG1
34150_at,MGAT4C
34151_at,CCDC9
34152_at,SAG
34153_at,SAG
34154_at,CHRNB2
34155_s_at,TYR
34157_f_at,HIST1H2AL
34158_s_at,SLC1A3
34159_at,ERVW-1
34161_at,LPO
34162_at,RBPMS
34163_g_at,RBPMS
34165_at,NKX2-8
34166_at,SLC6A7
34167_s_at,SLC6A7
34168_at,DNTT
34169_s_at,OCRL
34170_s_at,PKD2
34171_at,NCLN
34172_s_at,AKAP17A
34173_s_at,CNTN5
34174_s_at,ADGRL2
34176_at,SMAGP
34177_at,B4GALT2
34178_at,ZBTB22
34179_at,ZBTB22
34180_at,ARHGEF10
34181_at,AGA
34182_at,NDST1
34183_at,CCDC69
34184_at,APC2
34185_at,PCBP4
34186_at,PCBP4
34187_at,RBMS2
34188_at,ATP2B1
34189_at,SETDB1
34190_at,COCH
34191_at,DCP2
34192_at,VPS13B
34193_at,CHL1
34194_at,CLIC5
34195_at,GATAD1
34196_at,GATAD1
34197_at,PIK3R2
34198_at,PTPN13
34199_at,SEC24A
341_at,PTAFR
34200_at,CLCN6
34201_at,DNAJA2
34202_at,NECTIN3
34203_at,CNN1
34206_at,ARAP1
34207_at,IQCE
34208_at,SLC12A5
34209_at,ITPKC
34210_at,CD52
34211_at,SUPT20H
34212_at,AGTPBP1
34213_at,WWC1
34214_at,TRIL
34215_at,AKAP17A
34216_at,KLF7
34217_at,KLF7
34219_at,INSL4
34220_at,SFMBT1
34221_at,HMGXB3
34222_at,BRINP2
34223_at,CSF3R
34224_at,FADS3
34226_at,MAP4K5
34227_i_at,PRG4
34228_r_at,PRG4
34229_s_at,SLC35A2
34230_r_at,SLC35A2
34231_at,KAT7
34232_at,NKTR
34233_i_at,NKTR
34234_f_at,NKTR
34235_at,ADGRF5
34236_at,PINLYP
34237_at,HBS1L
34238_at,IGSF1
34239_at,N4BP2L1
34240_s_at,N4BP2L1
34241_at,GATA4
34242_at,L3MBTL1
34243_i_at,L3MBTL1
34244_r_at,L3MBTL1
34245_at,PXDC1
34246_at,PXDC1
34247_at,PRSS12
34248_at,PRSS12
34249_at,EPM2A
34250_at,IQSEC3
34251_at,HOXB5
34252_at,AKIRIN2
34253_at,NUP160
34254_at,RALGDS
34255_at,DGAT1
34256_at,ST3GAL5
34257_at,MAGI2
34258_at,MKLN1
34259_at,CLUH
34260_at,TELO2
34261_at,PCYT2
34262_at,DIAPH2
34263_s_at,DIAPH2
34264_at,RUSC1
34265_at,SCG5
34268_at,RGS19
34269_at,EDRF1
34270_at,LSM5
34271_at,APOBEC2
34272_at,RGS4
34273_at,RGS4
34274_at,SCAF8
34275_s_at,REST
34276_at,NINL
34277_at,CA11
34278_at,EIF1AX
34281_at,VSNL1
34282_at,NFE2L3
34283_at,XYLT1
34284_at,IFT88
34285_at,KLHL18
34286_at,BCAS2
34287_at,POFUT2
34288_at,ACKR3
34290_f_at,MED24
34291_at,FARSA
34292_at,TMEM187
34293_at,KIFC3
34294_at,KIFC3
34296_at,MID1
34298_at,ITIH1
34299_at,PATZ1
342_at,ENPP1
34300_at,PATZ1
34302_at,EIF3G
34303_at,ZCCHC24
34304_s_at,SAT1
34305_at,PCBP1
34306_at,MBNL1
34307_at,TM9SF2
34308_at,HIST1H2AC
34309_at,CPA1
34310_at,APRT
34311_at,GLRX
34312_at,NCOA2
34313_at,NCOA2
34314_at,RRM1
34315_at,AFG3L2
34316_at,RPS15A
34317_g_at,RPS15A
34318_at,PRAF2
34319_at,S100P
34320_at,CAVIN1
34321_i_at,FAM3C
34322_r_at,FAM3C
34323_at,COPS2
34324_at,CLN5
34325_at,PQBP1
34326_at,COPB1
34327_at,HLTF
34328_s_at,HLTF
34329_at,PAK2
34330_at,COX7A2L
34331_at,EPHB1
34332_at,GNPDA1
34333_at,JOSD1
34334_at,EFNB2
34335_at,EFNB2
34336_at,KARS
34337_s_at,MTF2
34338_at,TBCB
34339_at,CYB5B
34340_at,CYB5B
34341_at,PPAT
34342_s_at,SPP1
34343_at,STAR
34344_at,ELP1
34345_at,PRPF6
34346_at,PRKAG1
34347_at,NDUFAF3
34348_at,SPINT2
34349_at,SEC63
34350_at,CLIP1
34351_at,PLCG1
34352_at,PCBD1
34353_at,PDS5A
34354_at,FGFR2
34355_at,MECP2
34358_at,MRPL23
34359_at,HDDC2
34360_s_at,HDDC2
34361_at,PCSK7
34362_at,SLC2A5
34363_at,SELENOP
34364_at,PPIE
34365_at,PPIE
34366_g_at,PPIE
34367_at,PHGDH
34368_at,HDAC2
34369_at,MFN2
34370_at,ARCN1
34371_at,PPP4R1
34372_at,HUWE1
34373_at,HUWE1
34374_g_at,HUWE1
34375_at,CCL2
34376_at,PKIG
34377_at,ATP1A2
34378_at,PLIN2
34379_at,ERAL1
34380_at,STOML2
34381_at,COX7C
34382_at,DCX
34383_at,USP1
34384_at,ABCC1
34385_at,SDHC
34386_at,MBD4
34387_at,LPGAT1
34388_at,COL14A1
34389_at,COL14A1
34391_at,IGBP1
34392_s_at,RAB1A
34393_r_at,RAB1A
34394_at,ADNP
34395_at,ZBTB5
34396_at,ASXL1
34397_at,LUC7L3
34398_at,HSPH1
34399_at,PTH
343_s_at,ENPP1
34400_at,UQCRQ
34401_at,UQCRFS1
34402_at,STRAP
34403_at,MFGE8
34404_at,COPS7A
34405_at,USP5
34406_at,PACS2
34407_at,RARRES2
34408_at,RTN2
34409_at,LRP10
34410_at,MVD
34411_at,PAPSS1
34413_at,NDEL1
34414_at,ECPAS
34415_at,ACVR1B
34416_at,CBL
34417_at,DPY19L2P2
34418_at,CNKSR2
34419_at,RAD51B
34420_at,UCP3
34421_g_at,UCP3
34422_r_at,UCP3
34423_at,FAM149A
34424_at,SLITRK3
34425_at,MR1
34426_at,MR1
34427_g_at,MR1
34428_at,KCNJ8
34429_at,MADCAM1
34430_at,GPT
34431_at,ESR2
34432_at,SH2D2A
34433_at,DOK1
34434_at,CCL16
34435_at,AQP9
34436_at,SLC17A3
34437_at,TULP2
34438_at,SERPINB9
34439_at,AIM2
34440_at,DGCR9
34442_at,BRINP3
34443_at,BRINP3
34444_at,SLITRK2
34445_at,RABGAP1L
34446_at,RABGAP1L
34447_at,CHRNA4
34448_s_at,CASP2
34449_at,CASP2
34450_at,GUCY2C
34451_at,MPP6
34452_at,CRISP1
34453_at,CYP2B7P
34456_s_at,GLI2
34457_at,SLC30A3
34458_at,S100A7
34459_at,N4BP2L2
34460_at,TSPOAP1
34461_at,SYCP1
34462_at,SCNN1D
34463_at,DNASE1
34464_at,DAO
34465_at,RS1
34466_at,HTR4
34467_g_at,HTR4
34468_at,HTR4
34469_at,ABO
34470_at,TFEC
34471_at,MYH8
34472_at,FZD6
34473_at,TLR5
34474_at,STIMATE
34476_r_at,EREG
34477_at,UTY
34478_at,RAB11B
34479_at,PIK3R3
34480_at,CDH16
34481_at,VAV1
34482_at,HAUS3
34483_at,SIGLEC6
34484_at,ARFGEF2
34487_at,ATXN3
34488_i_at,FSCN2
34489_f_at,FSCN2
34490_f_at,FSCN2
34491_at,OASL
34492_at,SFT2D2
34493_at,TNFRSF10C
34494_at,ADAMTS2
34495_r_at,SYNGR4
34496_at,PIGL
34497_at,TAF1B
34498_at,VNN2
34499_at,ACTN3
344_s_at,CNP
34500_at,CABP1
34501_at,RUNX2
34502_g_at,RUNX2
34503_at,CCDC57
34504_at,SPP2
34505_at,ALPK3
34506_at,ALAD
34507_s_at,LMTK2
34508_r_at,LMTK2
34509_at,MGAM
34510_at,CDT1
34512_at,ADRA2C
34513_at,TSHR
34514_at,TSHR
34515_g_at,TSHR
34516_at,SLC12A1
34517_at,HMGCS1
34518_at,FSTL4
34519_at,NPR3
34520_at,HCN2
34521_at,MAP3K13
34523_at,APOA4
34524_at,AJAP1
34525_at,TCL1B
34529_at,LINC00847
34530_at,LINC00847
34531_at,FLRT1
34533_at,TOM1L2
34534_at,OPRM1
34535_at,OPRM1
34536_g_at,OPRM1
34538_at,LOC145678
34539_at,OR7E12P
34540_at,GRIK3
34541_at,CDR2L
34542_at,GAPDHS
34543_at,MXD1
34544_at,ZNF267
34545_at,CCDC88C
34546_at,DEFA4
34547_at,CELF3
34548_at,CYP11B1
34550_at,DRD1
34551_at,POU4F2
34552_at,GAST
34553_at,MTMR7
34554_at,GLRA2
34555_at,KRTAP5-9
34556_at,KRT9
34557_at,MC1R
34558_at,OPRL1
34559_at,KRTAP26-1
34560_at,S100A5
34561_at,MS4A2
34562_at,ZBTB6
34563_at,KIF14
34564_at,EPHA5
34565_at,CSN1S1
34566_at,CALCB
34567_at,CYLC2
34568_at,KRT33B
34569_at,SOX11
34570_at,RPS27A
34571_at,GNAT2
34572_at,CA7
34573_at,EFNA3
34574_at,MAGEA11
34576_at,MAGEA8
34578_at,SGCG
34579_r_at,DMC1
34580_at,OPRD1
34581_s_at,EPB41
34582_at,SLC1A2
34583_at,FLT3
34584_at,ZNF45
34585_at,DLX2
34586_s_at,DLX2
34587_at,EPX
34588_i_at,AMELX
34589_f_at,AMELX
34590_at,CNTF
34591_at,DIO3
34592_at,RPS17
34593_g_at,RPS17
34594_at,USP6NL
34595_at,MYO1A
34596_at,CSN3
34598_at,TNR
34599_at,TUB
345_at,MGAT3
34600_s_at,TUB
34602_at,FCN2
34603_at,PDC
34604_at,SLC6A4
34605_at,ATF7
34606_s_at,ATF7
34607_at,ICOS
34610_at,RACK1
34611_at,ZKSCAN8
34612_at,S100G
34613_at,ZFR2
34614_at,KCNJ9
34615_at,KRT12
34616_at,F13B
34617_at,TTPA
34618_at,IHH
34619_at,DSC1
34620_at,PAX5
34621_at,KRT2
34622_at,DEFA6
34623_at,DEFA5
34624_at,CDKN2B
34625_at,LALBA
34626_at,HIC1
34627_at,KRT35
34628_at,TAF4B
34629_at,TP53I11
34630_s_at,DNAH9
34631_at,EYA4
34632_r_at,GP5
34633_s_at,GP5
34634_s_at,HTR7
34635_at,HTR7
34636_at,ALOX15
34637_f_at,ADH1A
34638_r_at,ADH1A
34639_at,HNF1A
34640_at,HNF1A
34641_at,PZP
34642_at,YWHAZ
34643_at,RPS4X
34644_at,B2M
34645_at,RPS3
34646_at,RPS7
34648_at,SSR1
34649_at,SSR1
34650_at,PDE3A
34651_at,COMT
34652_at,NPAS1
34653_at,RAPSN
34654_at,MTMR1
34655_at,MPP2
34656_at,MPP2
34657_at,AKAP11
34658_at,PRM2
34659_at,NUP155
34660_at,RNASE6
34661_at,CLEC16A
34662_at,RIOX2
34663_at,FCGR2B
34664_at,FCGR2B
34667_at,NFX1
34668_at,SLC33A1
34669_at,TFE3
34670_at,MAN2B1
34671_at,POLR3C
34672_at,TBC1D4
34673_r_at,HDGFL3
34674_at,S100A1
34675_at,STON1
34676_at,AGAP1
34678_at,MYOF
34679_at,BCR
34680_s_at,PSMD6
34681_at,SEMA3E
34683_at,CELF1
34684_at,RECQL
34685_at,PYROXD1
34686_at,ADCY2
34687_at,MRS2
34688_at,CAMSAP2
34690_at,SMARCC2
34691_f_at,ARPC4
34692_r_at,ARPC4
34693_at,ST6GALNAC2
34694_at,SMARCD2
34695_at,SMARCD2
34696_at,HIBCH
34697_at,LRP6
34698_at,GNAO1
34699_at,CD2AP
346_s_at,AGTR1
34700_at,TRIM3
34701_at,DLG4
34702_f_at,TPTEP1
34703_f_at,HHLA1
34704_r_at,HHLA1
34705_at,TRAPPC3
34706_at,MGA
34707_at,CHD3
34708_at,FCN3
34709_r_at,STAG2
34712_at,DNMBP
34713_at,KIF3B
34714_at,SAMHD1
34715_at,FOXM1
34716_at,SRSF10
34717_s_at,SRSF10
34718_at,IGF1R
34719_at,GLS
34720_at,NFIB
34721_at,FKBP5
34722_at,TIMP2
34723_at,COX11
34724_at,ARHGAP35
34725_at,ARHGAP35
34726_at,CACNB3
34727_at,AHCYL1
34728_g_at,AHCYL1
34729_at,TRO
34730_g_at,TRO
34731_at,PDCD11
34732_at,KIF5B
34733_at,SF3A1
34734_at,LMAN1
34735_at,ROCK1
34736_at,CCNB1
34737_at,COG5
34739_at,FNBP1L
34740_at,FOXO3
34741_at,TFDP2
34742_at,BCL2L1
34743_at,SCRIB
34745_at,RAPGEF2
34746_at,PAQR4
34747_at,MMP14
34748_at,RASGRP3
34749_at,SLC31A2
34750_r_at,ZBTB1
34751_at,ZBTB1
34752_at,NEK7
34753_at,VAMP7
34754_at,SCYL3
34755_at,PARP2
34756_g_at,PARP2
34757_at,PARP2
34758_at,EIF2B5
34759_at,SLC30A1
34761_r_at,ADAM9
34762_at,RNF8
34763_at,SMC3
34764_at,LARS2
34765_at,PUM3
34766_r_at,SLC25A24
34767_at,MOAP1
34768_at,TMX1
34769_at,FAAH
34770_at,MAP3K8
34771_at,PLPP2
34772_at,CORO2B
34773_at,TBCA
34774_at,PPT1
34775_at,TSPAN1
34776_at,CDC42EP4
34777_at,ADM
34778_at,LRRC15
34779_at,ST6GALNAC4
34780_at,PLXNB2
34781_at,DCTN6
34782_at,JARID2
34783_s_at,BUB3
34784_at,TRIOBP
34785_at,MED13L
34786_at,KDM3A
34787_at,NRDC
34788_at,FAM102A
34789_at,SERPINB6
34790_at,ACAT2
34792_at,AHCYL1
34793_s_at,PLS3
34794_r_at,PLS3
34795_at,PLOD2
34796_at,TRAM1
34797_at,PLPP1
34798_at,BAG1
34799_at,IFT20
347_s_at,RPS23
34800_at,LRIG1
34801_at,PAN2
34802_at,COL6A2
34803_at,USP12
34804_at,SLC25A36
34805_at,CCDC86
34806_at,PTGDR2
34807_at,GLRX3
34808_at,SIK3
34809_at,SIK3
34810_at,COQ9
34811_at,ATP5MC3
34812_at,GORASP1
34813_at,EIF1AX
34814_at,UBA2
34815_at,EP400
34816_at,EP400
34817_s_at,ATXN2L
34818_at,ETV5
34819_at,CD164
34820_at,PTN
34821_at,CCDC28A
34822_at,TP53BP2
34823_at,DPP4
34824_at,UBQLN2
34825_at,TDP2
34826_at,SDHA
34827_at,ULK1
34828_at,POLR2I
34830_at,VOPP1
34831_at,IQSEC1
34832_s_at,IQSEC1
34833_at,FAM32A
34834_at,NUDCD3
34835_at,NCSTN
34836_at,RAB5C
34837_at,SPECC1L
34838_at,HSDL2
34839_at,PITRM1
34840_at,SERINC5
34843_at,ZNF516
34844_at,ZNF516
34845_at,SAMM50
34846_at,CAMK2B
34847_s_at,CAMK2B
34848_at,FDFT1
34849_at,SARS
34850_at,UBE2E3
34851_at,AURKA
34852_g_at,AURKA
34854_at,CIAPIN1
34855_at,PAPOLA
34856_at,DKK3
34857_at,ATP13A3
34858_at,KCTD2
34859_at,MAGED2
34860_g_at,MAGED2
34861_at,GOLGA3
34862_at,SCCPDH
34863_s_at,SCCPDH
34864_at,CNPPD1
34865_at,NDUFS6
34866_at,MGAT5
34867_at,FABP3
34868_at,SMG5
34869_at,LDB3
34870_at,LDB3
34871_at,CHMP7
34872_at,CHMP7
34873_at,NEBL
34874_at,PNPLA6
34875_r_at,RB1CC1
34876_at,CPD
34877_at,JAK1
34878_at,SMC4
34879_at,DPM1
34880_at,RBM42
34881_at,MYLPF
34883_at,RNF10
34884_at,CPS1
34885_at,SYNGR2
34886_at,RDX
34887_at,RDX
34888_at,HEXB
34889_at,ATP6V1A
34890_at,ATP6V1A
34891_at,DYNLL1
34892_at,TNFRSF10B
34893_at,NDUFV2
34894_r_at,PRSS22
34895_at,SEC23IP
34896_at,SEC23IP
34898_at,AREG
34899_at,TTBK2
348_at,KIFC1
34900_at,SYN3
34901_at,USP2
34903_at,ATXN7L1
34904_at,GRIK5
34905_at,GRIK5
34906_g_at,GRIK5
34907_at,AATK
34908_at,TTC30A
34909_at,PHTF2
34910_s_at,PHTF2
34911_r_at,PHTF2
34912_at,DAPK2
34913_at,CACNA1S
34914_at,PSTPIP1
34915_at,SLC8A1
34916_s_at,TNFRSF4
34917_at,TNFRSF4
34918_at,SCN2B
34919_at,CYTH3
34920_at,AIRE
34921_at,SEC14L5
34922_at,CDH19
34923_at,IQSEC2
34924_at,KIF1B
34925_at,PPP1R12B
34926_at,CD1A
34927_at,CD1B
34928_at,ZNF205
34929_at,TNFRSF8
34930_at,GPR65
34931_at,CPEB3
34932_at,MAGEC1
34933_at,PAX9
34934_at,HCG26
34935_at,FMO2
34936_at,SLC4A7
34937_at,DFFB
34938_i_at,PP14571
34939_r_at,PP14571
34940_at,PLXDC2
34941_at,CLPS
34942_at,CNIH3
34943_at,WHAMM
34945_at,PLXDC1
34946_at,IGSF6
34947_at,APOBEC3G
34948_at,APOBEC3F
34949_at,AAK1
34950_at,ZNF423
34951_at,HCAR3
34952_at,ART4
34953_i_at,PDE5A
34954_r_at,PDE5A
34955_at,ABCC4
34956_at,RUVBL1
34957_at,FAM50B
34959_at,FCER2
34960_g_at,FCER2
34961_at,CD96
34964_at,HIST1H3D
34965_at,CST7
34966_at,TBXT
34967_at,RRN3P1
34968_at,ZNF507
34969_s_at,OPLAH
34970_r_at,OPLAH
34971_at,RIBC2
34972_s_at,DNAH17
34973_at,ATP8A1
34974_at,ADAMDEC1
34975_at,KLRG1
34976_at,HRC
34977_at,SIGLEC7
34978_g_at,SIGLEC7
34979_at,KDM4C
34980_at,KDM4C
34981_at,KCNA5
34982_at,CYP26A1
34983_at,CYP26A1
34984_at,TRPC3
34985_at,CILP
34986_at,MPZL2
34987_s_at,HNRNPA1
34988_at,SLC25A4
34989_at,ZNF137P
34990_at,SETBP1
34991_at,SGCD
34992_g_at,SGCD
34993_at,SGCD
34994_at,BRWD1
34995_at,CALCRL
34996_at,TMPRSS2
34997_r_at,FZD5
34998_at,PRMT3
34999_at,NECTIN1
349_g_at,KIFC1
35000_at,TNFSF9
35001_at,KCTD20
35002_g_at,KCTD20
35003_at,KCTD20
35004_at,DHRS2
35005_at,NME6
35006_at,TAF1A
35007_at,TWISTNB
35008_at,PER2
35009_at,LRP2
35011_at,HECW1
35012_at,MNDA
35013_at,LBP
35015_at,CD80
35016_at,CD74
35017_f_at,HLA-J
35018_at,CHP1
35019_at,ZNF254
35020_at,PHOX2B
35021_at,BMPR1B
35022_at,SOX5
35023_at,FRK
35024_at,OPRK1
35025_at,CXCL5
35026_f_at,ZNF273
35027_at,CHRNB1
35028_at,GABRB1
35029_at,TRIM31
35030_i_at,FRMPD4
35031_r_at,FRMPD4
35032_at,PDE6C
35033_at,GCNT2
35035_at,CHRNB3
35036_at,CD93
35037_at,SLC28A1
35038_at,MYBPC3
35039_at,DCUN1D4
35041_at,NTF3
35042_at,DRD4
35043_at,ERCC6
35044_i_at,BMP8A
35045_r_at,EVX1
35047_at,RFX2
35048_at,GRIA3
35049_g_at,GRIA3
35050_at,PHF20
35051_at,CA6
35053_at,RAB28
35055_at,BTF3
35056_at,ARSF
35057_at,N4BP3
35058_at,SCAI
35061_at,CXCL11
35062_at,MYCNOS
35063_at,HGFAC
35064_at,TRIM31
35065_at,AGGF1
35066_g_at,AGGF1
35067_at,AGGF1
35068_at,AGRP
35070_at,RLN1
35071_s_at,GMDS
35072_at,FAM76A
35073_at,SHOX
35074_at,JRKL
35075_at,RPUSD2
35077_at,TACR1
35078_at,ICAM4
35079_at,CNTN6
35080_at,NTSR1
35081_at,FGF9
35082_at,ZIC3
35083_at,FTL
35084_at,AMH
35085_r_at,KRIT1
35086_at,SSUH2
35088_at,CCR8
35089_at,NRG2
35090_g_at,NRG2
35091_at,NRG2
35092_at,SNAPC4
35093_at,P2RX6
35094_f_at,LILRA3
35095_r_at,LILRA3
35096_at,SLC1A6
35097_at,MAGEB2
35098_at,GABRD
35099_at,APOL1
350_at,VEZF1
35100_at,ST8SIA3
35101_at,GP9
35102_at,ZKSCAN7
35103_i_at,LMO1
35104_r_at,LMO1
35105_at,SCEL
35106_at,CCIN
35107_at,TNFSF11
35109_at,NFASC
35110_at,MPHOSPH8
35111_at,OTC
35112_at,RGS9
35113_at,SLC22A1
35114_at,NR1I2
35115_at,CDH22
35116_at,ANKRD12
35117_at,ELOVL5
35118_at,LCAT
35120_at,LINC00837
35121_at,SLC6A6
35122_at,LPAL2
35123_at,IPO8
35124_at,ALOX12
35125_at,RPS6
35126_at,WASF2
35127_at,HIST1H2AE
35128_at,BRS3
35129_at,SPAM1
35130_at,GSR
35131_at,IBSP
35132_at,MYO1F
35133_at,FER
35134_at,ART3
35135_at,CCDC130
35136_at,NXT2
35137_at,MYOM1
35138_at,AKAP8
35139_at,ZNF248
35140_at,CDK8
35141_at,RNASEH2A
35142_at,FAM172A
35143_at,FAM49A
35144_at,ZC3H7B
35145_at,MNT
35146_at,TGFB1I1
35147_at,MCF2L
35148_at,TJP3
35149_at,CD40
35150_at,CD40
35151_at,CDK2AP2
35152_at,RAMP3
35153_at,NBN
35154_at,BTBD2
35155_at,BTBD2
35156_at,R3HCC1
35157_at,PEX12
35158_at,MYCN
35159_at,TBCE
35160_at,LDB1
35161_at,UBOX5
35162_s_at,ACVR2A
35163_at,FOXJ3
35164_at,WFS1
35165_at,CCDC93
35166_at,VPS26C
35167_at,PPIP5K2
35168_f_at,COL16A1
35169_at,COL16A1
35170_at,MAN2C1
35171_at,SPAST
35172_at,TPST2
35173_at,PNPLA4
35174_i_at,EEF1A2
35175_f_at,EEF1A2
35176_at,DPAGT1
35177_at,DDHD2
35178_at,WIF1
35179_at,B3GAT3
35180_at,LARP4
35181_at,SEPTIN11
35182_f_at,SEPTIN11
35183_at,ABCA3
35184_at,ZFC3H1
35185_at,FABP7
35186_at,TAF5L
35187_at,TRIM33
35188_at,FARP2
35189_at,C2CD2L
35190_at,THAP3
35191_at,RUSC2
35192_at,GLDC
35193_at,RCBTB2
35194_at,GPX2
35195_at,RTCA
35196_at,PLAA
35197_at,CLBA1
35198_at,TMEM159
35199_at,WDR37
351_f_at,SRSF3
35200_at,HMGA2
35201_at,HNRNPL
35202_at,RNGTT
35203_at,KAT6B
35204_at,SEMA5A
35205_at,NELFB
35206_at,CEP250
35207_at,SCNN1A
35208_at,ANKRD12
35209_at,EPM2AIP1
35210_at,KIAA0753
35211_at,PPP2R3A
35212_at,RNF139
35213_at,WBP4
35214_at,UGDH
35215_at,LARP7
35216_at,ME3
35217_at,MFAP3
35218_at,PDCD10
35219_at,MXRA8
35220_at,ENPEP
35221_at,PURA
35222_at,ZNF75D
35223_at,HPS5
35225_at,ZNF76
35226_at,EYA2
35227_at,RBBP8
35229_at,CPT1A
35230_at,TICAM1
35231_at,SRP19
35232_f_at,CETN3
35233_r_at,CETN3
35234_at,RECK
35235_at,RECK
35236_g_at,RECK
35237_at,COL21A1
35238_at,TRAF5
35239_at,EMD
35240_at,WDR73
35241_at,ZNF518A
35242_at,CDK18
35243_at,CDK18
35244_at,RPRD2
35245_at,F5
35246_at,TYRO3
35247_at,SNAPC5
35248_at,SLC19A2
35249_at,CCNE2
35250_at,RNF24
35251_at,HIVEP1
35252_at,C2CD5
35253_at,GAB2
35254_at,TRAFD1
35255_at,IPO7
35256_at,SLC5A6
35257_at,APOOL
35258_f_at,SCAF11
35259_s_at,SCAF11
35260_at,MLXIP
35261_at,GMFG
35262_at,EIF6
35263_at,EIF4EBP2
35264_at,NDUFS3
35265_at,FXR2
35266_at,BLCAP
35267_g_at,BLCAP
35268_at,MARCH7
35269_at,HSPBP1
35270_at,SNRPD2
35271_at,ACTR3
35272_at,GNG5
35273_at,MMS19
35274_at,AP1G1
35275_at,CA12
35276_at,CLDN4
35277_at,SPON1
35278_at,RPS29
35279_at,TAX1BP1
35280_at,LAMC2
35281_at,LAMC2
35282_r_at,CD81
35283_at,EXD2
35284_f_at,EXD2
35285_at,SLC4A4
35286_r_at,SNRNP27
35288_at,ARHGEF9
35289_at,RABGAP1
35290_at,YTHDF3
35291_at,BAG2
35293_at,RO60
35294_at,RO60
35295_g_at,RO60
35296_at,GGPS1
35297_at,NDUFAB1
35298_at,EIF3D
35299_at,MKNK1
352_at,PITPNA
35300_at,EPRS
35301_at,CRKL
35302_at,NXF1
35303_at,INSIG1
35305_at,XPNPEP1
35306_at,DHX15
35307_at,GDI2
35308_at,URM1
35309_at,ST14
35310_at,PIP4K2A
35311_at,CREG1
35312_at,MCM2
35313_at,SEC16A
35314_at,NCAPD2
35316_at,RRAGA
35317_at,OGA
35318_at,FAM20B
35319_at,CTCF
35320_at,SLC11A2
35321_at,TLK2
35322_at,KEAP1
35323_at,EIF3B
35324_at,SLIT3
35325_at,RAB14
35326_at,YIF1A
35327_at,EIF3H
